顾客ID,产品ID,产品名称,数量,价格,购买日期,总价
361,19,电器,8,56.0,2024-06-09,448
32,18,家具,7,61.0,2024-08-21,427
101,100,水果,3,4.0,2024-03-12,12
707,61,水果,3,42.0,2024-09-25,126
746,47,百货,10,22.0,2024-05-02,220
937,42,电器,5,29.0,2024-12-12,145
876,31,水果,8,70.0,2025-01-12,560
296,95,电器,5,58.0,2024-08-06,290
67,7,水果,6,40.0,2024-08-02,240
124,66,服装,1,29.0,2024-07-21,29
618,49,食品,4,82.0,2025-01-04,328
587,67,食品,6,52.0,2024-02-11,312
387,27,家具,6,19.0,2024-11-23,114
694,40,家具,10,84.0,2024-04-08,840
358,5,服装,9,27.0,2024-02-13,243
255,15,食品,4,41.0,2024-02-22,164
752,68,电器,2,25.0,2024-06-22,50
811,49,服装,10,34.0,2024-07-28,340
447,17,服装,4,67.0,2024-05-19,268
132,85,百货,5,76.0,2024-10-21,380
521,65,水果,7,47.0,2024-02-16,329
444,16,家具,1,86.0,2024-09-10,86
440,90,电器,10,72.0,2024-09-20,720
212,66,百货,4,89.0,2024-02-29,356
24,42,电器,5,18.0,2024-10-20,90
542,82,水果,9,42.0,2024-12-29,378
642,73,百货,8,57.0,2024-07-22,456
289,62,家具,3,12.0,2024-06-27,36
406,8,水果,4,12.0,2024-05-09,48
876,32,服装,9,47.0,2024-02-29,423
289,96,水果,7,85.0,2025-01-23,595
297,6,百货,5,75.0,2024-05-24,375
607,49,食品,6,59.0,2024-11-02,354
919,99,百货,9,21.0,2024-04-01,189
882,94,食品,3,51.0,2024-06-14,153
261,67,百货,8,75.0,2024-04-21,600
618,44,水果,8,56.0,2024-11-04,448
723,7,家具,7,46.0,2024-10-23,322
261,77,百货,7,67.0,2024-07-25,469
207,11,服装,5,40.0,2024-11-20,200
837,47,水果,1,71.0,2024-07-10,71
969,33,家具,1,95.0,2024-06-08,95
134,38,百货,2,69.0,2024-10-04,138
903,98,食品,8,80.0,2024-05-24,640
329,98,水果,7,71.0,2024-08-31,497
797,26,水果,6,14.0,2024-02-15,84
324,21,食品,4,35.0,2024-08-17,140
39,22,食品,3,69.0,2024-11-23,207
714,32,家具,3,61.0,2024-06-15,183
462,51,百货,1,12.0,2024-06-27,12
37,1,服装,10,71.0,2024-10-28,710
312,77,百货,8,62.0,2024-04-16,496
555,73,电器,7,63.0,2025-01-13,441
350,33,百货,4,82.0,2024-03-04,328
240,91,水果,3,23.0,2024-10-14,69
340,34,电器,2,14.0,2024-09-13,28
584,11,电器,6,61.0,2024-07-05,366
586,42,电器,10,97.0,2024-06-11,970
294,76,电器,2,53.0,2024-10-23,106
471,62,服装,8,95.0,2024-06-17,760
214,26,家具,5,79.0,2024-04-10,395
228,93,水果,1,96.0,2024-11-09,96
811,75,电器,7,80.0,2024-09-18,560
744,45,电器,9,6.0,2024-10-31,54
328,55,家具,8,13.0,2024-06-24,104
955,61,水果,4,16.0,2024-11-29,64
825,1,服装,8,25.0,2024-05-04,200
961,19,食品,3,73.0,2024-09-28,219
290,17,家具,4,41.0,2024-07-24,164
811,40,水果,3,20.0,2024-11-05,60
315,10,食品,9,75.0,2024-06-04,675
372,81,水果,2,26.0,2025-01-24,52
551,91,百货,8,9.0,2024-09-23,72
263,77,服装,10,78.0,2024-04-15,780
798,74,百货,10,34.0,2024-10-25,340
288,61,电器,4,66.0,2024-11-28,264
475,6,食品,8,33.0,2024-10-07,264
320,56,电器,1,50.0,2024-11-16,50
338,28,服装,10,16.0,2024-11-11,160
387,57,家具,4,33.0,2024-03-01,132
318,98,服装,3,4.0,2024-04-13,12
163,55,食品,4,44.0,2024-05-20,176
347,92,百货,8,57.0,2024-10-19,456
343,23,电器,5,84.0,2024-08-10,420
886,87,家具,3,3.0,2024-12-09,9
261,1,服装,7,58.0,2024-06-18,406
830,69,水果,3,23.0,2024-02-24,69
379,58,服装,4,43.0,2024-11-29,172
742,11,水果,4,62.0,2024-04-24,248
447,69,电器,5,63.0,2024-12-18,315
495,45,水果,5,17.0,2024-05-31,85
519,70,水果,6,44.0,2024-12-12,264
327,2,百货,10,20.0,2024-09-18,200
51,91,服装,6,98.0,2024-08-20,588
554,29,电器,2,93.0,2024-02-18,186
896,66,食品,8,46.0,2025-01-21,368
43,10,百货,7,64.0,2024-02-19,448
356,23,服装,2,27.0,2025-01-04,54
950,1,服装,3,16.0,2024-02-17,48
819,55,食品,7,24.0,2024-04-01,168
715,97,服装,6,15.0,2024-12-18,90
386,60,百货,7,89.0,2024-08-02,623
939,52,服装,9,2.0,2025-02-04,18
979,13,百货,1,46.0,2024-07-30,46
838,38,服装,1,84.0,2025-01-04,84
735,59,家具,5,67.0,2024-12-07,335
71,32,百货,5,41.0,2024-02-20,205
908,1,百货,9,29.0,2024-12-25,261
656,71,家具,6,17.0,2025-01-05,102
113,37,百货,6,44.0,2024-11-04,264
40,57,服装,8,35.0,2024-07-12,280
587,87,食品,8,27.0,2024-08-24,216
889,20,百货,2,80.0,2024-07-11,160
359,75,食品,10,80.0,2024-10-05,800
68,24,水果,8,67.0,2024-02-27,536
707,75,百货,5,46.0,2024-11-15,230
194,23,电器,3,100.0,2024-12-31,300
691,42,服装,10,7.0,2024-02-19,70
388,89,食品,4,55.0,2025-02-04,220
878,34,百货,7,88.0,2024-03-05,616
763,60,电器,10,4.0,2024-08-24,40
312,83,家具,1,91.0,2024-06-29,91
112,6,家具,10,19.0,2024-09-13,190
971,54,百货,6,70.0,2024-09-06,420
533,17,水果,2,45.0,2024-08-10,90
928,87,水果,7,60.0,2024-11-27,420
712,9,服装,8,99.0,2024-07-02,792
145,31,百货,6,86.0,2024-07-18,516
875,23,服装,9,61.0,2024-07-10,549
520,18,服装,8,70.0,2024-06-13,560
273,18,水果,1,100.0,2024-02-15,100
763,96,家具,1,54.0,2025-01-23,54
792,3,食品,2,86.0,2024-03-31,172
925,52,家具,3,10.0,2025-01-09,30
26,95,服装,2,7.0,2024-06-04,14
806,79,服装,5,25.0,2024-09-02,125
308,78,服装,2,38.0,2024-04-19,76
373,92,百货,8,82.0,2024-12-06,656
517,85,电器,6,79.0,2024-05-30,474
620,36,水果,5,92.0,2024-08-16,460
685,71,水果,4,44.0,2024-03-31,176
522,92,电器,4,14.0,2024-10-31,56
613,23,食品,9,98.0,2024-04-02,882
865,26,水果,5,35.0,2024-08-10,175
809,16,电器,1,63.0,2024-06-20,63
512,21,家具,7,56.0,2024-09-23,392
330,1,电器,4,67.0,2024-11-13,268
692,79,服装,5,8.0,2024-05-02,40
852,65,家具,3,9.0,2024-04-09,27
720,60,水果,9,90.0,2025-01-07,810
676,68,百货,4,6.0,2024-09-14,24
207,54,水果,9,95.0,2025-01-19,855
842,15,食品,3,37.0,2024-09-03,111
750,45,家具,5,87.0,2024-02-18,435
724,51,家具,10,20.0,2024-08-09,200
473,69,电器,4,12.0,2024-06-06,48
54,76,服装,4,65.0,2024-11-27,260
290,40,服装,4,66.0,2024-08-26,264
685,20,食品,2,57.0,2024-12-24,114
929,94,家具,9,10.0,2024-11-07,90
312,94,百货,5,13.0,2024-11-05,65
783,52,电器,7,36.0,2024-08-03,252
546,10,百货,7,67.0,2024-02-29,469
750,43,电器,6,54.0,2024-08-23,324
345,97,百货,2,89.0,2024-02-23,178
509,72,服装,8,5.0,2024-10-31,40
103,46,水果,8,5.0,2024-10-03,40
796,57,服装,9,86.0,2025-01-11,774
372,85,百货,3,52.0,2024-09-17,156
104,93,家具,9,68.0,2025-01-21,612
204,63,服装,2,40.0,2024-09-04,80
560,31,服装,4,31.0,2024-10-31,124
907,28,家具,3,37.0,2024-11-08,111
629,12,服装,8,83.0,2024-11-08,664
540,64,服装,3,43.0,2024-05-18,129
642,90,百货,3,99.0,2024-03-19,297
618,58,电器,10,19.0,2024-07-21,190
406,35,食品,1,40.0,2024-03-21,40
35,86,家具,8,44.0,2024-04-23,352
76,64,百货,7,85.0,2024-05-14,595
450,73,家具,3,38.0,2024-12-12,114
292,89,电器,8,17.0,2024-11-25,136
465,12,百货,9,66.0,2024-06-02,594
36,33,食品,3,14.0,2024-11-02,42
701,7,百货,10,80.0,2024-03-03,800
924,71,水果,4,42.0,2024-07-30,168
878,32,百货,10,45.0,2024-05-24,450
736,30,家具,10,46.0,2024-07-15,460
317,24,电器,1,63.0,2024-08-06,63
284,57,电器,10,7.0,2024-02-26,70
73,12,服装,3,14.0,2025-02-04,42
503,43,服装,8,96.0,2024-08-26,768
761,42,食品,2,37.0,2024-08-23,74
31,19,服装,3,50.0,2024-07-12,150
801,22,服装,7,24.0,2024-10-22,168
66,75,电器,9,95.0,2024-11-06,855
853,4,电器,1,18.0,2024-07-15,18
822,85,水果,7,15.0,2024-04-05,105
565,30,百货,3,16.0,2024-11-14,48
700,98,食品,5,88.0,2024-06-13,440
956,24,电器,8,77.0,2024-04-04,616
706,63,水果,10,57.0,2024-10-19,570
153,93,电器,2,52.0,2024-02-16,104
954,43,食品,10,75.0,2024-03-30,750
333,18,百货,5,54.0,2024-11-04,270
708,89,家具,10,91.0,2024-02-14,910
761,94,水果,3,61.0,2024-02-20,183
386,31,百货,4,41.0,2024-04-16,164
417,87,家具,2,20.0,2024-05-14,40
680,95,百货,5,65.0,2024-07-15,325
867,76,百货,6,77.0,2024-09-30,462
362,71,水果,5,87.0,2024-08-20,435
677,78,服装,1,95.0,2024-05-26,95
9,7,食品,6,19.0,2024-11-18,114
421,89,水果,4,79.0,2024-12-25,316
335,34,家具,9,60.0,2024-04-08,540
835,47,水果,5,82.0,2024-12-17,410
887,37,水果,7,31.0,2024-08-20,217
939,31,电器,1,79.0,2024-06-15,79
772,1,百货,5,15.0,2024-02-15,75
760,7,食品,5,87.0,2024-02-21,435
557,68,服装,4,65.0,2024-11-30,260
393,62,家具,2,42.0,2024-02-28,84
980,83,百货,1,26.0,2024-09-11,26
881,41,百货,10,92.0,2024-12-24,920
643,13,服装,1,6.0,2024-06-26,6
414,51,家具,8,72.0,2024-09-20,576
306,12,百货,9,33.0,2024-03-08,297
555,55,电器,9,88.0,2025-01-04,792
771,4,水果,7,93.0,2024-08-23,651
265,67,百货,2,55.0,2024-06-28,110
159,72,百货,4,8.0,2024-08-03,32
363,32,水果,4,91.0,2024-09-12,364
288,10,百货,1,97.0,2024-02-21,97
503,27,电器,1,16.0,2024-09-10,16
606,63,家具,10,94.0,2024-08-26,940
589,86,电器,8,38.0,2024-12-11,304
41,13,水果,4,87.0,2025-02-06,348
282,91,家具,8,52.0,2024-02-14,416
456,54,家具,2,75.0,2024-10-01,150
167,70,电器,7,76.0,2024-02-22,532
404,44,百货,4,12.0,2024-05-25,48
17,10,电器,9,66.0,2024-05-18,594
316,54,食品,5,1.0,2024-09-25,5
788,88,电器,1,43.0,2024-07-15,43
591,34,家具,7,6.0,2024-12-05,42
866,50,水果,5,94.0,2024-05-12,470
222,77,水果,5,20.0,2024-04-04,100
840,60,家具,7,80.0,2024-07-25,560
267,74,家具,6,83.0,2024-03-15,498
624,96,食品,8,21.0,2024-07-02,168
238,55,家具,9,84.0,2024-06-24,756
259,88,食品,1,73.0,2024-12-18,73
321,53,食品,6,92.0,2024-06-19,552
420,82,电器,2,52.0,2024-04-18,104
599,57,百货,2,79.0,2024-08-31,158
852,62,百货,9,38.0,2024-04-05,342
957,39,家具,4,61.0,2024-11-11,244
435,67,服装,5,80.0,2024-04-04,400
581,14,水果,8,32.0,2024-08-18,256
248,91,家具,1,53.0,2024-11-04,53
589,71,百货,10,68.0,2024-04-06,680
167,62,服装,2,87.0,2024-06-03,174
861,36,服装,10,71.0,2024-07-18,710
461,60,服装,2,94.0,2024-03-22,188
183,95,电器,9,3.0,2024-08-05,27
236,11,百货,9,42.0,2024-02-27,378
983,7,服装,2,98.0,2025-01-04,196
173,49,家具,8,63.0,2024-03-10,504
316,2,百货,4,97.0,2024-04-21,388
343,16,服装,2,1.0,2024-02-16,2
690,12,服装,5,55.0,2024-03-27,275
78,95,百货,6,45.0,2024-05-16,270
626,27,家具,1,26.0,2024-08-31,26
933,64,食品,6,85.0,2024-09-20,510
178,9,家具,1,12.0,2024-09-17,12
359,92,服装,7,15.0,2024-10-02,105
274,45,服装,10,30.0,2025-01-24,300
392,94,食品,5,31.0,2024-10-21,155
184,51,家具,6,28.0,2024-03-07,168
800,74,水果,6,66.0,2024-08-24,396
941,40,食品,9,3.0,2025-01-06,27
903,29,家具,6,3.0,2024-02-29,18
746,10,家具,3,88.0,2024-06-11,264
713,49,电器,4,70.0,2024-09-22,280
967,3,服装,2,59.0,2024-10-06,118
219,54,服装,9,95.0,2024-08-13,855
620,17,家具,5,64.0,2024-07-25,320
414,4,服装,2,69.0,2024-06-10,138
810,20,百货,3,14.0,2024-07-24,42
579,58,食品,5,92.0,2024-06-02,460
966,6,电器,10,75.0,2024-03-12,750
889,99,电器,9,80.0,2024-05-27,720
27,90,服装,6,10.0,2024-03-31,60
484,94,家具,6,35.0,2024-02-20,210
4,100,百货,8,46.0,2024-10-18,368
528,31,服装,9,70.0,2024-12-29,630
961,89,百货,3,88.0,2024-02-27,264
360,21,食品,10,23.0,2025-01-27,230
180,41,百货,4,8.0,2024-06-29,32
316,41,电器,3,31.0,2024-11-20,93
312,98,百货,6,83.0,2024-11-05,498
176,95,服装,1,21.0,2024-09-12,21
390,56,服装,7,8.0,2024-05-17,56
552,10,服装,2,74.0,2024-11-26,148
328,85,电器,4,100.0,2025-01-11,400
65,59,家具,3,12.0,2024-09-23,36
490,41,食品,3,25.0,2024-09-02,75
319,92,家具,9,95.0,2024-12-03,855
536,72,服装,3,11.0,2024-07-03,33
169,35,电器,5,5.0,2024-12-04,25
243,1,电器,2,84.0,2024-05-08,168
150,91,电器,10,85.0,2024-09-10,850
138,2,百货,6,9.0,2024-02-12,54
718,24,水果,6,88.0,2024-04-18,528
620,41,水果,1,3.0,2024-11-18,3
978,8,水果,7,61.0,2024-07-23,427
340,49,电器,3,99.0,2024-08-12,297
22,97,家具,9,89.0,2025-01-26,801
614,32,电器,10,54.0,2024-04-08,540
258,32,食品,5,80.0,2024-09-05,400
776,39,电器,8,72.0,2024-11-15,576
47,57,水果,10,59.0,2024-09-04,590
285,42,食品,7,64.0,2024-08-02,448
192,92,服装,8,57.0,2024-08-25,456
79,55,电器,10,26.0,2025-02-04,260
911,2,百货,2,77.0,2024-06-04,154
92,23,食品,6,30.0,2024-08-24,180
585,51,家具,9,30.0,2024-12-06,270
940,95,服装,7,16.0,2024-04-30,112
396,26,电器,3,96.0,2024-03-22,288
847,82,水果,9,44.0,2024-07-31,396
808,53,百货,4,7.0,2024-11-03,28
282,37,电器,4,32.0,2024-05-27,128
721,41,百货,6,31.0,2024-10-25,186
185,81,水果,5,5.0,2024-05-17,25
340,35,百货,9,75.0,2024-02-16,675
593,29,服装,5,34.0,2024-10-02,170
701,85,百货,4,8.0,2024-07-28,32
153,55,服装,6,5.0,2025-01-21,30
611,37,服装,9,5.0,2024-05-18,45
538,37,百货,3,24.0,2024-10-18,72
333,23,服装,8,11.0,2024-12-24,88
258,12,百货,3,83.0,2024-11-11,249
171,76,电器,3,47.0,2024-07-14,141
913,93,食品,3,13.0,2024-05-22,39
605,91,食品,7,21.0,2024-10-31,147
68,66,家具,1,68.0,2024-11-27,68
431,2,服装,8,81.0,2025-01-17,648
838,94,百货,5,86.0,2024-04-29,430
544,37,水果,1,90.0,2024-06-18,90
246,85,家具,6,71.0,2024-10-13,426
742,57,百货,3,91.0,2024-04-23,273
835,78,服装,8,4.0,2024-07-18,32
932,62,服装,6,79.0,2024-07-03,474
346,24,服装,5,67.0,2024-05-01,335
531,80,水果,7,99.0,2024-09-06,693
531,52,百货,6,87.0,2024-05-19,522
572,2,水果,1,57.0,2024-03-23,57
28,100,食品,7,17.0,2024-09-24,119
761,92,家具,7,7.0,2024-09-03,49
860,53,食品,3,62.0,2024-04-29,186
188,42,水果,6,96.0,2024-05-26,576
149,39,百货,6,7.0,2024-09-04,42
828,17,百货,9,75.0,2024-09-08,675
373,88,电器,9,90.0,2024-10-13,810
139,17,服装,2,57.0,2024-12-19,114
525,9,服装,10,84.0,2024-09-28,840
891,25,服装,7,76.0,2024-03-29,532
79,69,百货,2,58.0,2024-06-15,116
787,42,水果,5,12.0,2024-11-23,60
159,76,家具,4,33.0,2024-10-22,132
336,34,百货,8,15.0,2025-02-03,120
53,28,服装,4,12.0,2024-03-20,48
217,55,百货,8,33.0,2025-02-09,264
966,18,百货,3,87.0,2024-06-24,261
496,63,家具,7,94.0,2024-02-29,658
777,45,服装,10,82.0,2024-09-14,820
553,74,服装,9,9.0,2024-02-11,81
710,23,水果,10,57.0,2024-09-08,570
411,60,水果,5,48.0,2024-08-21,240
958,49,家具,3,48.0,2024-07-20,144
279,25,电器,8,63.0,2024-04-20,504
184,14,百货,10,21.0,2024-09-06,210
595,50,百货,6,42.0,2024-12-30,252
263,88,水果,4,62.0,2024-07-22,248
469,22,百货,5,99.0,2024-06-10,495
731,26,家具,9,13.0,2024-11-30,117
668,70,家具,4,67.0,2024-02-19,268
401,28,电器,9,62.0,2024-02-20,558
79,79,服装,1,99.0,2024-09-24,99
131,46,服装,10,7.0,2024-10-22,70
801,93,电器,3,49.0,2024-05-25,147
503,8,水果,8,56.0,2024-07-17,448
555,21,家具,1,6.0,2024-11-28,6
905,92,电器,5,23.0,2024-05-14,115
745,10,食品,10,57.0,2024-03-15,570
420,27,服装,9,60.0,2024-12-27,540
635,66,食品,2,68.0,2024-02-26,136
506,6,水果,1,24.0,2025-01-02,24
635,49,食品,1,23.0,2024-09-21,23
321,56,服装,10,14.0,2024-06-13,140
883,51,家具,8,50.0,2024-10-05,400
445,18,电器,8,84.0,2024-08-01,672
287,89,家具,6,5.0,2024-03-02,30
655,86,水果,3,93.0,2025-01-04,279
14,9,食品,8,99.0,2024-09-30,792
923,69,家具,8,33.0,2024-05-19,264
309,48,电器,9,100.0,2024-06-22,900
602,4,电器,9,87.0,2024-09-02,783
606,14,食品,2,96.0,2024-12-15,192
784,59,水果,4,38.0,2024-09-08,152
302,96,服装,10,36.0,2024-10-09,360
536,87,百货,4,71.0,2024-11-11,284
673,88,水果,2,52.0,2024-08-23,104
215,9,电器,10,30.0,2024-06-27,300
332,96,电器,10,8.0,2024-05-24,80
729,5,家具,4,61.0,2024-04-16,244
113,4,电器,4,8.0,2024-07-09,32
601,79,水果,4,41.0,2024-09-23,164
751,21,食品,8,72.0,2024-11-28,576
976,54,电器,5,81.0,2025-01-10,405
57,15,食品,6,76.0,2024-11-19,456
914,79,家具,7,75.0,2024-04-20,525
695,97,百货,5,33.0,2025-01-24,165
773,66,百货,10,34.0,2024-09-17,340
128,34,家具,8,43.0,2024-03-26,344
223,49,电器,5,76.0,2024-10-23,380
713,47,百货,9,70.0,2024-12-24,630
343,79,家具,3,60.0,2024-08-12,180
59,93,服装,1,18.0,2024-07-23,18
957,46,百货,9,71.0,2025-01-15,639
904,81,食品,9,26.0,2025-01-18,234
376,99,家具,2,56.0,2024-06-04,112
870,19,服装,7,47.0,2024-08-16,329
262,29,服装,7,82.0,2024-09-18,574
404,90,电器,9,32.0,2024-12-11,288
894,50,水果,6,15.0,2024-06-13,90
655,55,电器,9,6.0,2024-05-27,54
752,79,电器,10,46.0,2024-06-29,460
263,80,食品,4,63.0,2024-10-20,252
582,2,电器,7,43.0,2024-02-23,301
68,51,服装,8,60.0,2024-12-10,480
552,32,水果,6,79.0,2024-03-09,474
316,92,食品,3,76.0,2024-04-11,228
8,81,水果,3,91.0,2024-12-27,273
502,32,家具,3,97.0,2024-09-19,291
223,79,百货,5,59.0,2024-08-19,295
292,58,百货,5,77.0,2024-09-04,385
792,41,食品,7,47.0,2024-12-14,329
700,12,电器,1,28.0,2024-12-22,28
24,83,电器,7,13.0,2024-08-13,91
252,94,水果,7,21.0,2024-10-15,147
330,61,服装,5,69.0,2024-04-16,345
439,76,电器,7,94.0,2025-01-14,658
276,74,水果,3,25.0,2024-05-21,75
63,88,百货,1,8.0,2024-09-04,8
698,49,服装,6,38.0,2025-02-01,228
267,31,电器,4,74.0,2024-06-06,296
618,14,水果,4,93.0,2024-05-11,372
14,42,服装,9,18.0,2025-01-31,162
770,45,电器,2,25.0,2024-05-17,50
780,88,电器,8,69.0,2024-12-06,552
486,55,水果,5,3.0,2024-02-29,15
279,44,百货,8,9.0,2024-03-28,72
508,9,百货,4,90.0,2024-09-25,360
956,58,百货,3,19.0,2024-10-10,57
288,4,水果,2,94.0,2024-07-02,188
685,79,电器,10,81.0,2024-02-22,810
132,23,电器,7,17.0,2024-08-03,119
911,30,百货,5,1.0,2024-04-18,5
962,72,服装,7,7.0,2024-03-07,49
445,51,服装,5,67.0,2024-11-22,335
499,65,水果,3,7.0,2024-06-08,21
275,85,电器,5,75.0,2025-02-10,375
559,16,水果,2,5.0,2024-12-05,10
672,36,食品,9,63.0,2025-01-13,567
656,43,水果,6,3.0,2024-07-02,18
303,12,家具,1,1.0,2024-11-25,1
902,63,食品,6,44.0,2024-05-29,264
546,35,水果,1,58.0,2025-01-26,58
105,38,家具,9,100.0,2024-09-19,900
46,99,服装,1,76.0,2024-07-22,76
620,49,服装,1,5.0,2024-08-27,5
269,48,百货,8,100.0,2024-07-09,800
410,85,服装,9,2.0,2024-08-11,18
935,9,水果,5,40.0,2024-04-01,200
322,65,水果,5,54.0,2024-07-04,270
509,44,电器,4,66.0,2024-05-01,264
467,34,食品,2,94.0,2024-03-16,188
19,83,服装,5,13.0,2024-06-07,65
156,39,服装,6,23.0,2025-01-10,138
785,33,家具,7,45.0,2024-10-24,315
842,95,百货,1,6.0,2024-12-24,6
305,19,电器,3,60.0,2025-01-01,180
289,80,百货,8,44.0,2024-12-13,352
120,48,百货,5,8.0,2024-08-14,40
392,29,水果,8,36.0,2025-01-17,288
921,34,水果,4,86.0,2024-11-29,344
896,84,家具,8,87.0,2024-02-13,696
823,73,水果,10,68.0,2024-10-16,680
768,99,电器,3,46.0,2024-06-22,138
888,2,水果,1,98.0,2024-11-02,98
893,99,电器,10,47.0,2024-10-30,470
825,76,百货,4,7.0,2024-11-21,28
538,25,百货,4,85.0,2024-04-19,340
319,94,食品,9,45.0,2024-07-31,405
534,19,百货,2,99.0,2024-07-16,198
315,49,水果,2,91.0,2024-07-09,182
696,8,百货,2,8.0,2024-12-24,16
769,7,服装,2,47.0,2024-10-06,94
325,93,家具,5,79.0,2024-10-13,395
959,33,水果,3,16.0,2024-11-22,48
132,99,电器,8,76.0,2024-07-15,608
725,91,服装,1,38.0,2024-12-07,38
214,11,水果,7,25.0,2024-07-05,175
956,100,水果,2,51.0,2024-08-15,102
204,7,百货,1,32.0,2024-08-20,32
621,73,百货,3,95.0,2024-09-12,285
887,32,食品,10,68.0,2024-06-20,680
79,55,水果,1,89.0,2024-05-02,89
331,33,电器,8,59.0,2024-07-30,472
457,66,服装,3,60.0,2024-08-03,180
696,48,水果,6,62.0,2024-09-17,372
302,65,服装,5,99.0,2024-07-29,495
374,42,服装,3,82.0,2025-02-10,246
245,90,水果,1,83.0,2024-11-03,83
80,28,食品,1,40.0,2024-06-08,40
819,29,服装,8,20.0,2024-05-09,160
304,63,家具,6,62.0,2024-08-06,372
237,94,电器,5,26.0,2024-11-29,130
753,67,电器,8,19.0,2024-08-11,152
872,66,家具,8,22.0,2024-09-26,176
202,24,水果,9,84.0,2024-02-25,756
626,3,电器,8,21.0,2024-08-22,168
62,37,家具,6,26.0,2024-07-26,156
477,19,电器,9,7.0,2024-12-04,63
230,66,家具,5,95.0,2024-07-08,475
140,74,电器,5,76.0,2024-12-14,380
413,71,食品,10,4.0,2024-06-23,40
255,16,百货,8,74.0,2024-07-11,592
598,10,家具,3,32.0,2024-04-23,96
928,70,百货,3,31.0,2024-03-27,93
383,40,水果,8,58.0,2024-09-29,464
725,36,食品,4,57.0,2024-04-05,228
124,98,服装,5,48.0,2024-05-17,240
978,4,服装,6,70.0,2024-02-19,420
42,38,服装,8,14.0,2024-07-25,112
53,53,电器,3,83.0,2024-05-21,249
490,37,电器,5,36.0,2025-01-03,180
170,38,水果,4,6.0,2025-01-04,24
660,70,水果,8,62.0,2024-08-21,496
941,71,家具,10,73.0,2024-03-04,730
643,40,电器,8,5.0,2024-07-10,40
923,49,百货,8,89.0,2024-07-02,712
829,64,家具,5,100.0,2024-11-08,500
521,54,家具,3,89.0,2024-04-21,267
665,74,电器,10,93.0,2024-08-23,930
483,13,食品,7,95.0,2024-04-28,665
785,99,电器,10,4.0,2024-03-11,40
745,41,服装,5,10.0,2024-02-28,50
452,37,服装,10,31.0,2024-09-04,310
205,29,服装,3,14.0,2024-07-23,42
735,83,水果,4,81.0,2024-08-16,324
285,80,水果,4,55.0,2025-01-06,220
23,96,水果,10,57.0,2024-07-26,570
932,60,百货,4,86.0,2024-05-29,344
607,83,电器,4,75.0,2024-07-02,300
315,54,水果,5,35.0,2024-08-25,175
401,74,百货,3,22.0,2024-03-21,66
782,88,家具,10,42.0,2024-12-04,420
865,24,水果,1,90.0,2024-11-02,90
967,25,百货,6,60.0,2024-10-19,360
802,37,食品,5,32.0,2024-12-30,160
259,62,电器,5,11.0,2024-08-26,55
604,72,电器,6,96.0,2024-06-02,576
976,63,水果,9,49.0,2024-10-24,441
110,3,水果,8,12.0,2024-04-15,96
463,4,电器,2,13.0,2024-10-13,26
168,74,服装,6,95.0,2024-09-27,570
592,31,服装,10,80.0,2024-11-21,800
629,28,电器,5,59.0,2024-12-24,295
916,18,水果,6,16.0,2024-09-30,96
437,80,电器,10,31.0,2024-04-22,310
986,33,家具,9,84.0,2024-04-14,756
838,38,电器,2,30.0,2024-12-29,60
408,46,百货,10,9.0,2024-03-30,90
412,12,食品,8,8.0,2024-07-10,64
306,25,家具,9,69.0,2024-08-14,621
569,86,家具,10,24.0,2024-07-31,240
600,32,家具,10,27.0,2024-06-17,270
887,59,家具,7,18.0,2024-05-01,126
561,76,百货,7,37.0,2024-12-14,259
599,38,家具,5,29.0,2024-10-02,145
812,20,水果,5,5.0,2024-10-29,25
77,51,电器,7,10.0,2024-09-20,70
584,64,家具,7,99.0,2024-12-16,693
751,87,电器,1,29.0,2024-04-03,29
93,66,家具,4,26.0,2024-12-04,104
716,48,服装,1,82.0,2024-10-18,82
769,58,家具,7,43.0,2024-11-24,301
30,71,食品,8,11.0,2024-07-30,88
873,6,电器,10,47.0,2024-11-23,470
938,45,百货,3,93.0,2025-01-05,279
869,61,家具,5,79.0,2025-01-16,395
509,49,食品,4,91.0,2024-10-22,364
981,59,家具,2,82.0,2025-02-03,164
955,49,电器,9,89.0,2024-07-11,801
223,37,电器,9,41.0,2024-03-27,369
419,41,家具,8,42.0,2024-03-22,336
831,54,电器,4,77.0,2024-02-29,308
196,38,食品,1,46.0,2024-03-25,46
575,35,百货,4,88.0,2024-09-02,352
634,63,家具,7,27.0,2024-06-28,189
212,15,电器,5,22.0,2025-01-31,110
722,27,电器,4,41.0,2024-07-06,164
798,100,家具,5,64.0,2024-08-28,320
353,44,食品,2,20.0,2024-04-09,40
537,4,家具,3,24.0,2024-11-03,72
568,61,服装,1,1.0,2024-09-16,1
724,52,食品,8,98.0,2024-04-04,784
974,58,食品,4,29.0,2024-11-19,116
65,78,电器,6,48.0,2024-03-17,288
846,45,服装,4,47.0,2024-10-04,188
251,41,电器,8,30.0,2024-12-09,240
735,60,百货,2,66.0,2024-07-21,132
200,48,家具,6,39.0,2024-11-29,234
393,55,家具,3,10.0,2024-03-23,30
55,67,百货,5,92.0,2024-07-20,460
929,16,水果,2,93.0,2024-03-20,186
286,94,食品,8,34.0,2024-10-14,272
805,82,百货,1,87.0,2024-03-12,87
486,22,电器,9,83.0,2024-07-11,747
